Date,Language,Rating,Count
2015-08-26,German,5,1
2015-08-26,English,5,1
2015-08-12,German,5,1
2015-08-11,German,2,1
2015-08-09,Polish,5,1
2015-07-31,English,5,1
2015-07-19,English,1,1
2015-07-10,German,1,1
2015-07-10,English,2,1
2015-07-09,English,5,1
2015-07-04,German,5,1
2015-06-25,English,5,1
2015-06-21,Russian,5,1
2015-06-05,English,5,1
2015-06-02,German,1,1
2015-05-29,German,5,1
2015-05-24,English,1,1
2015-05-09,German,1,1
2015-05-03,English,2,1
2015-04-27,Polish,1,1
2015-04-22,German,2,1
2015-04-15,Hungarian,5,1
2015-04-07,German,5,1
2015-04-07,English,5,1
2015-04-06,German,4,1
2015-03-16,English,5,1
2015-03-11,English,4,1
2015-02-22,Ukrainian,5,1
2015-02-21,Swedish,5,1
2015-02-18,Indonesian,5,1
2015-02-14,German,1,1
2015-01-25,English,4,1
2015-01-21,German,5,1
2015-01-10,Ukrainian,1,1
2014-12-30,Czech,5,1
2014-12-29,German,5,1
2014-12-28,Italian,4,1
2014-12-13,Czech,4,1
2014-12-01,Italian,1,1
2014-11-23,Polish,5,1
2014-11-13,Spanish,1,1
2014-11-13,German,5,1
2014-11-12,English,5,1
2014-11-03,German,5,1
2014-11-01,Russian,5,1
2014-10-29,Polish,5,1
2014-10-25,Spanish,3,1
2014-10-24,English,5,1
2014-10-16,English,5,1
2014-09-27,English,5,1
2014-09-26,English,5,1
2014-09-21,English,2,1
2014-09-19,Portuguese,4,1
2014-09-15,Russian,5,1
2014-09-15,German,2,1
2014-09-13,German,5,1
2014-09-11,English,1,1
2014-09-08,German,1,1
2014-09-01,Italian,1,1
2014-09-01,English,2,1
2014-08-28,German,4,1
2014-08-23,German,5,1
2014-08-19,English,4,1
2014-08-19,English,2,1
2014-08-15,German,5,1
2014-08-10,Chinese (Simplified),3,1
2014-07-23,English,4,1
2014-07-16,German,5,1
2014-07-16,English,5,1
2014-07-14,English,5,1
2014-07-11,German,1,1
2014-07-07,English,5,1
2014-06-29,English,5,1
2014-06-27,Hungarian,1,1
2014-06-17,Spanish,5,1
2014-06-16,German,1,1
2014-06-12,English,5,1
2014-06-05,Polish,5,1
2014-05-29,German,4,1
2014-05-17,Portuguese,4,1
2014-05-14,German,5,1
2014-05-14,English,1,1
2014-05-12,German,5,1
2014-04-26,English,5,1
2014-04-25,Russian,1,1
2014-04-25,Polish,5,1
2014-04-24,German,5,1
2014-04-09,English,5,1
2014-04-07,Polish,5,1
2014-04-05,German,1,1
2014-04-02,German,5,1
2014-03-30,German,5,1
